datum;srazka;zavineni;alkohol;nasledek;prilba;pohlavi
2014/09/04 00:00:00+00;havárie;řidičem nemotorového vozidla;Nezjišťován;lehké zranění;ne;muž
2015/04/08 00:00:00+00;havárie;řidičem nemotorového vozidla;Ano, obsah alkoholu v krvi 1,5‰ a více;lehké zranění;ne;muž
2015/08/06 00:00:00+00;srážka s chodcem;řidičem nemotorového vozidla;Ano, obsah alkoholu v krvi do 0,24 ‰;bez zraněn;ano;muž
2015/08/17 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;těžké zranění;ano;muž
2015/08/20 00:00:00+00;srážka s vozidlem zaparkovaným, odstaveným;řidičem nemotorového vozidla;Ano, obsah alkoholu v krvi od 0,8‰ do 1,0‰;bez zraněn;ne;muž
2015/10/07 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ano;muž
2016/04/26 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ne;muž
2016/07/26 00:00:00+00;havárie;řidičem nemotorového vozidla;Ano, obsah alkoholu v krvi 1,5‰ a více;těžké zranění;ne;muž
2016/07/26 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem nemotorového vozidla;Ano, obsah alkoholu v krvi od 0,24‰ do 0,5‰;lehké zranění;ne;muž
2016/07/26 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem nemotorového vozidla;Ano, obsah alkoholu v krvi od 0,24‰ do 0,5‰;bez zraněn;ano;muž
2017/04/15 00:00:00+00;havárie;řidičem nemotorového vozidla;Ne;lehké zranění;ne;muž
2017/06/10 00:00:00+00;havárie;řidičem nemotorového vozidla;Ano, obsah alkoholu v krvi 1,5‰ a více;lehké zranění;ano;muž
2017/06/23 00:00:00+00;havárie;řidičem nemotorového vozidla;Ano, obsah alkoholu v krvi do 0,24 ‰;těžké zranění;ne;muž
2018/08/02 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem nemotorového vozidla;Ano, obsah alkoholu v krvi od 1,0‰ do 1,5‰;lehké zranění;ano;muž
2019/04/12 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Nezjišťován;lehké zranění;ano;muž
2019/07/27 00:00:00+00;havárie;řidičem nemotorového vozidla;Ano, obsah alkoholu v krvi 1,5‰ a více;lehké zranění;ano;muž
2020/06/11 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem nemotorového vozidla;Ne;lehké zranění;ne;muž
2020/10/07 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem nemotorového vozidla;Ne;lehké zranění;ne;žena
2010/07/24 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem nemotorového vozidla;Ano, obsah alkoholu v krvi od 0,24‰ do 0,5‰;lehké zranění;ne;muž
2011/09/29 00:00:00+00;jiný druh nehody;řidičem nemotorového vozidla;Ano, obsah alkoholu v krvi 1,5‰ a více;bez zraněn;ne;muž
2012/07/21 00:00:00+00;jiný druh nehody;řidičem nemotorového vozidla;Ano, obsah alkoholu v krvi od 1,0‰ do 1,5‰;bez zraněn;ano;muž
2012/07/21 00:00:00+00;jiný druh nehody;řidičem nemotorového vozidla;Ano, obsah alkoholu v krvi od 1,0‰ do 1,5‰;lehké zranění;ano;žena
2013/08/17 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem nemotorového vozidla;Nezjišťován;těžké zranění;ano;žena
2014/06/05 00:00:00+00;havárie;řidičem nemotorového vozidla;Ano, obsah alkoholu v krvi 1,5‰ a více;lehké zranění;ne;muž
2014/06/10 00:00:00+00;havárie;řidičem nemotorového vozidla;Ano, obsah alkoholu v krvi od 0,24‰ do 0,5‰;lehké zranění;ne;muž
2014/08/25 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem nemotorového vozidla;Ano, obsah alkoholu v krvi 1,5‰ a více;bez zraněn;ne;muž
2014/10/02 00:00:00+00;srážka s pevnou překážkou;řidičem nemotorového vozidla;Ano, obsah alkoholu v krvi 1,5‰ a více;lehké zranění;ne;muž
2015/04/10 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ano;muž
2015/06/10 00:00:00+00;havárie;řidičem nemotorového vozidla;Ano, obsah alkoholu v krvi od 0,8‰ do 1,0‰;lehké zranění;ne;muž
2015/06/18 00:00:00+00;srážka s vozidlem zaparkovaným, odstaveným;řidičem nemotorového vozidla;Ano, obsah alkoholu v krvi 1,5‰ a více;lehké zranění;ne;muž
2015/08/09 00:00:00+00;srážka s pevnou překážkou;řidičem nemotorového vozidla;Ano, obsah alkoholu v krvi 1,5‰ a více;lehké zranění;ne;muž
2016/05/11 00:00:00+00;srážka s vozidlem zaparkovaným, odstaveným;řidičem nemotorového vozidla;Ano, obsah alkoholu v krvi 1,5‰ a více;těžké zranění;ne;muž
2016/06/29 00:00:00+00;havárie;řidičem nemotorového vozidla;Ano, obsah alkoholu v krvi 1,5‰ a více;lehké zranění;ne;žena
2016/07/29 00:00:00+00;havárie;řidičem nemotorového vozidla;Ano, obsah alkoholu v krvi od 0,5‰ do 0,8‰;lehké zranění;ne;žena
2017/03/27 00:00:00+00;srážka s vozidlem zaparkovaným, odstaveným;řidičem nemotorového vozidla;Ne;lehké zranění;ne;muž
2017/06/12 00:00:00+00;havárie;řidičem nemotorového vozidla;Ano, obsah alkoholu v krvi 1,5‰ a více;lehké zranění;ne;muž
2018/04/10 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ano;muž
2018/09/12 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Nezjišťován;lehké zranění;ano;muž
2018/10/26 00:00:00+00;havárie;řidičem nemotorového vozidla;Ano, obsah alkoholu v krvi 1,5‰ a více;těžké zranění;ne;muž
2019/08/02 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem nemotorového vozidla;Nezjišťován;lehké zranění;ano;muž
2020/06/01 00:00:00+00;havárie;řidičem nemotorového vozidla;Ano, obsah alkoholu v krvi 1,5‰ a více;lehké zranění;ne;muž
2020/07/14 00:00:00+00;havárie;řidičem nemotorového vozidla;Ano, obsah alkoholu v krvi od 1,0‰ do 1,5‰;lehké zranění;ano;žena
2020/09/11 00:00:00+00;havárie;řidičem nemotorového vozidla;Ano, obsah alkoholu v krvi od 1,0‰ do 1,5‰;lehké zranění;ne;muž
2020/11/26 00:00:00+00;srážka s vozidlem zaparkovaným, odstaveným;řidičem nemotorového vozidla;Ano, obsah alkoholu v krvi 1,5‰ a více;lehké zranění;ne;muž
2010/05/13 00:00:00+00;havárie;řidičem nemotorového vozidla;Nezjišťován;těžké zranění;ano;muž
2010/06/11 00:00:00+00;havárie;řidičem nemotorového vozidla;Ne;lehké zranění;ano;muž
2011/05/21 00:00:00+00;srážka s vozidlem zaparkovaným, odstaveným;řidičem nemotorového vozidla;Ano, obsah alkoholu v krvi od 0,8‰ do 1,0‰;lehké zranění;ne;žena
2011/09/06 00:00:00+00;jiný druh nehody;řidičem nemotorového vozidla;Ne;lehké zranění;ne;muž
2011/11/18 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem nemotorového vozidla;Ano, obsah alkoholu v krvi od 1,0‰ do 1,5‰;bez zraněn;ne;muž
2012/06/22 00:00:00+00;havárie;řidičem nemotorového vozidla;Ano, obsah alkoholu v krvi 1,5‰ a více;lehké zranění;ne;muž
2013/04/25 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;bez zraněn;ne;muž
2013/04/17 00:00:00+00;havárie;řidičem nemotorového vozidla;Ano, obsah alkoholu v krvi 1,5‰ a více;lehké zranění;ne;muž
2013/07/31 00:00:00+00;srážka s pevnou překážkou;řidičem nemotorového vozidla;Ne;lehké zranění;ne;muž
2014/05/28 00:00:00+00;srážka s vozidlem zaparkovaným, odstaveným;řidičem nemotorového vozidla;Nezjišťován;bez zraněn;ne;muž
2015/01/10 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem nemotorového vozidla;Ano, obsah alkoholu v krvi 1,5‰ a více;lehké zranění;ne;muž
2015/07/01 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem nemotorového vozidla;Nezjišťován;lehké zranění;ano;muž
2015/07/16 00:00:00+00;havárie;řidičem nemotorového vozidla;Ano, obsah alkoholu v krvi 1,5‰ a více;lehké zranění;ne;žena
2018/04/24 00:00:00+00;havárie;řidičem nemotorového vozidla;Ano, obsah alkoholu v krvi 1,5‰ a více;těžké zranění;ano;muž
2018/07/17 00:00:00+00;srážka s vozidlem zaparkovaným, odstaveným;řidičem nemotorového vozidla;Ano, obsah alkoholu v krvi od 1,0‰ do 1,5‰;lehké zranění;ano;muž
2019/08/25 00:00:00+00;srážka s vozidlem zaparkovaným, odstaveným;řidičem nemotorového vozidla;Ano, obsah alkoholu v krvi 1,5‰ a více;bez zraněn;ne;muž
2020/02/13 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem nemotorového vozidla;Ne;lehké zranění;ne;muž
2020/05/18 00:00:00+00;havárie;řidičem nemotorového vozidla;Ano, obsah alkoholu v krvi 1,5‰ a více;lehké zranění;ne;muž
2020/07/30 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ano;muž
2017/05/22 00:00:00+00;havárie;řidičem motorového vozidla;Nezjišťován;lehké zranění;ano;muž
2017/06/18 00:00:00+00;havárie;řidičem nemotorového vozidla;Ne;lehké zranění;ne;muž
2019/07/22 00:00:00+00;havárie;řidičem nemotorového vozidla;Ano, obsah alkoholu v krvi do 0,24 ‰;lehké zranění;ano;muž
2019/07/31 00:00:00+00;havárie;řidičem nemotorového vozidla;Nezjišťován;těžké zranění;ano;muž
2013/09/03 00:00:00+00;havárie;řidičem nemotorového vozidla;Ano, obsah alkoholu v krvi 1,5‰ a více;těžké zranění;ne;muž
2014/07/05 00:00:00+00;havárie;řidičem nemotorového vozidla;Ano, obsah alkoholu v krvi 1,5‰ a více;lehké zranění;ne;muž
2016/06/05 00:00:00+00;havárie;řidičem nemotorového vozidla;Ano, obsah alkoholu v krvi 1,5‰ a více;lehké zranění;ne;muž
2018/06/22 00:00:00+00;srážka s pevnou překážkou;řidičem nemotorového vozidla;Ano, obsah alkoholu v krvi 1,5‰ a více;lehké zranění;ne;žena
2014/08/03 00:00:00+00;jiný druh nehody;řidičem nemotorového vozidla;Ano, obsah alkoholu v krvi od 0,8‰ do 1,0‰;lehké zranění;ne;muž
2014/09/22 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ano;muž
2015/06/26 00:00:00+00;srážka s pevnou překážkou;řidičem nemotorového vozidla;Ano, obsah alkoholu v krvi 1,5‰ a více;těžké zranění;ano;muž
2015/09/14 00:00:00+00;srážka s vozidlem zaparkovaným, odstaveným;řidičem nemotorového vozidla;Nezjišťován;lehké zranění;ano;žena
2016/08/19 00:00:00+00;havárie;řidičem nemotorového vozidla;Ne;lehké zranění;ano;muž
2017/08/24 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem nemotorového vozidla;Ano, obsah alkoholu v krvi 1,5‰ a více;bez zraněn;ne;muž
2019/04/19 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;těžké zranění;ano;žena
2019/07/03 00:00:00+00;srážka s vozidlem zaparkovaným, odstaveným;řidičem nemotorového vozidla;Ano, obsah alkoholu v krvi 1,5‰ a více;lehké zranění;ne;žena
2010/11/08 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ano;žena
2011/06/04 00:00:00+00;jiný druh nehody;řidičem nemotorového vozidla;Ano, obsah alkoholu v krvi od 1,0‰ do 1,5‰;lehké zranění;ne;muž
2011/10/14 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ano;muž
2012/06/15 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Nezjišťován;lehké zranění;ano;muž
2012/06/25 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ano;muž
2012/06/25 00:00:00+00;havárie;řidičem nemotorového vozidla;Ne;lehké zranění;ano;muž
2012/10/11 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ano;muž
2013/09/23 00:00:00+00;srážka s pevnou překážkou;řidičem motorového vozidla;Ne;lehké zranění;ne;muž
2013/10/17 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ano;muž
2014/06/13 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ano;muž
2014/07/20 00:00:00+00;havárie;řidičem nemotorového vozidla;Ano, obsah alkoholu v krvi od 1,0‰ do 1,5‰;lehké zranění;ne;muž
2014/12/01 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ano;žena
2014/12/17 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ano;žena
2015/09/07 00:00:00+00;srážka s chodcem;řidičem nemotorového vozidla;Ne;bez zraněn;ne;muž
2015/11/02 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem nemotorového vozidla;Ne;lehké zranění;ano;muž
2016/06/16 00:00:00+00;srážka s chodcem;chodcem;Ne;lehké zranění;ano;muž
2016/11/30 00:00:00+00;srážka s chodcem;řidičem nemotorového vozidla;Ne;lehké zranění;ano;muž
2017/06/22 00:00:00+00;srážka s pevnou překážkou;řidičem nemotorového vozidla;Ne;lehké zranění;ne;muž
2017/09/12 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;těžké zranění;ne;muž
2017/12/19 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ano;muž
2019/03/27 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ano;muž
2020/02/17 00:00:00+00;srážka s tramvají;řidičem motorového vozidla;Ne;těžké zranění;ne;muž
2020/08/17 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;těžké zranění;ano;muž
2020/09/19 00:00:00+00;havárie;řidičem nemotorového vozidla;Ano, obsah alkoholu v krvi 1,5‰ a více;lehké zranění;ne;muž
2020/11/16 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ano;muž
2011/04/28 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ano;muž
2011/07/01 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;těžké zranění;ne;žena
2011/10/04 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;bez zraněn;ne;muž
2012/04/20 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ano;muž
2012/06/15 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ne;žena
2012/07/25 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Nezjišťován;lehké zranění;ne;žena
2012/07/31 00:00:00+00;jiný druh nehody;řidičem nemotorového vozidla;Ne;těžké zranění;ne;muž
2012/07/31 00:00:00+00;jiný druh nehody;řidičem nemotorového vozidla;Ne;bez zraněn;ano;žena
2012/08/08 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ano;muž
2012/09/19 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem nemotorového vozidla;Ne;lehké zranění;ano;muž
2013/04/09 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ano;muž
2013/04/16 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ano;žena
2013/08/02 00:00:00+00;jiný druh nehody;řidičem motorového vozidla;Ne;těžké zranění;ne;muž
2013/08/06 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ano;žena
2013/09/16 00:00:00+00;srážka s pevnou překážkou;řidičem nemotorového vozidla;Ne;těžké zranění;ne;muž
2013/10/16 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ne;muž
2014/01/22 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ne;muž
2014/04/02 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;těžké zranění;ano;muž
2014/05/23 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem nemotorového vozidla;Ne;lehké zranění;ano;muž
2014/08/11 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ano;muž
2015/05/25 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ano;muž
2015/06/04 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ano;muž
2015/08/06 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ne;muž
2015/08/10 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem nemotorového vozidla;Ne;těžké zranění;ano;muž
2015/09/01 00:00:00+00;havárie;řidičem nemotorového vozidla;Ne;těžké zranění;ano;muž
2015/10/09 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ne;žena
2015/11/03 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem nemotorového vozidla;Ne;lehké zranění;ne;muž
2016/05/03 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Nezjišťován;bez zraněn;ano;muž
2016/06/14 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ano;žena
2016/07/13 00:00:00+00;jiný druh nehody;řidičem motorového vozidla;Ne;lehké zranění;ne;muž
2016/07/19 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;těžké zranění;ano;muž
2016/10/17 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ano;muž
2016/12/16 00:00:00+00;srážka s vozidlem zaparkovaným, odstaveným;řidičem motorového vozidla;Ne;lehké zranění;ano;muž
2017/07/25 00:00:00+00;havárie;řidičem nemotorového vozidla;Nezjišťován;těžké zranění;ne;muž
2017/08/01 00:00:00+00;havárie;řidičem nemotorového vozidla;Ne;lehké zranění;ano;muž
2017/08/16 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Nezjišťován;lehké zranění;ne;muž
2017/08/16 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem nemotorového vozidla;Nezjišťován;lehké zranění;ne;muž
2017/11/03 00:00:00+00;havárie;řidičem nemotorového vozidla;Ne;lehké zranění;ano;muž
2018/04/17 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ne;muž
2018/04/25 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ano;muž
2018/09/06 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ano;muž
2018/10/29 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ne;muž
2019/05/02 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ano;muž
2019/07/26 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ano;žena
2019/10/21 00:00:00+00;srážka s pevnou překážkou;řidičem nemotorového vozidla;Ne;lehké zranění;ne;muž
2020/01/31 00:00:00+00;havárie;řidičem nemotorového vozidla;Ne;lehké zranění;ano;muž
2020/04/20 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem nemotorového vozidla;Nezjišťován;lehké zranění;ne;žena
2020/05/27 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;těžké zranění;ano;žena
2020/06/16 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem nemotorového vozidla;Ne;lehké zranění;ano;žena
2020/07/15 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ne;žena
2020/08/24 00:00:00+00;havárie;řidičem nemotorového vozidla;Ano, obsah alkoholu v krvi od 0,5‰ do 0,8‰;lehké zranění;ne;muž
2020/10/26 00:00:00+00;havárie;řidičem nemotorového vozidla;Ne;lehké zranění;ano;muž
2011/04/18 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem nemotorového vozidla;Ne;lehké zranění;ano;muž
2011/04/27 00:00:00+00;srážka s chodcem;chodcem;Ne;lehké zranění;ano;muž
2011/06/29 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ano;muž
2011/06/30 00:00:00+00;jiný druh nehody;řidičem motorového vozidla;Ne;lehké zranění;ano;muž
2011/07/08 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ne;muž
2011/07/08 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ano;muž
2011/07/18 00:00:00+00;havárie;řidičem nemotorového vozidla;Nezjišťován;lehké zranění;ano;žena
2012/03/22 00:00:00+00;jiný druh nehody;jiné zaviněn;Nezjišťován;lehké zranění;ano;muž
2012/05/23 00:00:00+00;havárie;řidičem nemotorového vozidla;Ne;lehké zranění;ne;muž
2012/06/27 00:00:00+00;srážka s chodcem;chodcem;Ne;lehké zranění;ano;žena
2012/07/03 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;těžké zranění;ne;muž
2012/09/07 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ne;muž
2012/09/13 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;těžké zranění;ne;muž
2012/10/05 00:00:00+00;srážka s chodcem;chodcem;Ne;lehké zranění;ano;muž
2013/04/09 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ano;muž
2013/09/12 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ano;žena
2013/10/23 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ano;žena
2013/11/06 00:00:00+00;havárie;řidičem nemotorového vozidla;Ne;lehké zranění;ano;muž
2014/01/20 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;těžké zranění;ano;žena
2014/05/07 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ano;muž
2014/08/25 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ne;žena
2015/06/01 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;těžké zranění;ano;muž
2015/09/25 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem nemotorového vozidla;Ne;lehké zranění;ano;muž
2015/11/02 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ano;muž
2016/07/08 00:00:00+00;havárie;řidičem nemotorového vozidla;Ne;těžké zranění;ano;muž
2016/08/08 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ne;muž
2017/03/22 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ano;žena
2017/05/09 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ne;muž
2017/05/25 00:00:00+00;srážka s domácím zvířetem;lesní zvěří, domácím zvířectvem;Nezjišťován;lehké zranění;ne;muž
2017/08/01 00:00:00+00;srážka s chodcem;řidičem nemotorového vozidla;Ne;bez zraněn;ne;muž
2017/10/13 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem nemotorového vozidla;Ne;lehké zranění;ne;chlapec (do 15 let)
2017/11/14 00:00:00+00;havárie;řidičem motorového vozidla;Ne;lehké zranění;ano;muž
2018/03/12 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;těžké zranění;ano;muž
2018/05/28 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ne;žena
2018/05/29 00:00:00+00;jiný druh nehody;jiné zaviněn;Nezjišťován;lehké zranění;ne;žena
2018/08/14 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ano;žena
2019/05/27 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem nemotorového vozidla;Ne;lehké zranění;ne;muž
2019/06/06 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ano;muž
2019/06/07 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem nemotorového vozidla;Ne;lehké zranění;ne;muž
2019/06/25 00:00:00+00;havárie;řidičem nemotorového vozidla;Ne;bez zraněn;ne;muž
2019/07/11 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem nemotorového vozidla;Ne;lehké zranění;ano;žena
2019/07/21 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ano;muž
2019/07/22 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;bez zraněn;ano;muž
2019/08/21 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ano;muž
2019/11/18 00:00:00+00;havárie;řidičem nemotorového vozidla;Ne;lehké zranění;ne;muž
2019/12/15 00:00:00+00;havárie;řidičem nemotorového vozidla;Ne;lehké zranění;ne;muž
2020/03/12 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem nemotorového vozidla;Ne;lehké zranění;ano;muž
2020/04/21 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ano;muž
2020/05/22 00:00:00+00;havárie;řidičem nemotorového vozidla;Ne;lehké zranění;ano;žena
2020/06/24 00:00:00+00;havárie;řidičem nemotorového vozidla;Ne;lehké zranění;ne;muž
2020/07/05 00:00:00+00;havárie;řidičem nemotorového vozidla;Ne;lehké zranění;ano;žena
2020/07/28 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem nemotorového vozidla;Ne;těžké zranění;ano;žena
2020/07/28 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem nemotorového vozidla;Ne;lehké zranění;ano;muž
